Station Name,Latitude (deg) ,Longitude (deg) ,Elevation (ft) ,Year,Month,Day,Hour (CST) ,Avg Air Temp (Degrees F) ,Avg Air Temp Flag,Avg Air Temp at 9 m (Degrees F) ,Avg Air Temp at 9 m Flag,Date
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,1400.0,51.17,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,1500.0,51.944,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,1600.0,50.864,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,1700.0,49.388,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,1800.0,45.565,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,1900.0,43.131,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,2000.0,41.171,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,2100.0,40.825,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,2200.0,40.465,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,2300.0,40.248,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,4.0,2400.0,39.418,,,,2021-11-04
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,100.0,38.059,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,200.0,36.837,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,300.0,37.479,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,400.0,35.807,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,500.0,35.91,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,600.0,36.151,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,700.0,37.139,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,800.0,37.773,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,900.0,40.195,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1000.0,44.749,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1100.0,47.462,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1200.0,48.812,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1300.0,50.432,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1400.0,49.676,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1500.0,49.478,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1600.0,50.612,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1700.0,50.396,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1800.0,47.498,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,1900.0,47.264,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,2000.0,48.704,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,2100.0,49.622,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,2200.0,49.406,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,2300.0,49.154,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,5.0,2400.0,48.686,,,,2021-11-05
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,100.0,46.598,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,200.0,44.463,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,300.0,43.995,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,400.0,42.348,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,500.0,41.364,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,600.0,39.87,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,700.0,39.022,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,800.0,36.284,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,900.0,41.05,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1000.0,44.571,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1100.0,48.164,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1200.0,50.468,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1300.0,52.52,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1400.0,54.662,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1500.0,58.568,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1600.0,59.018,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1700.0,55.004,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1800.0,47.48,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,1900.0,42.233,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,2000.0,41.203,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,2100.0,39.56,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,2200.0,38.642,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,2300.0,40.469,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,6.0,2400.0,39.889,,,,2021-11-06
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,100.0,41.248,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,200.0,39.724,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,300.0,41.124,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,400.0,42.165,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,500.0,43.014,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,600.0,42.408,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,700.0,40.575,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,800.0,38.89,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,900.0,41.248,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1000.0,44.573,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1100.0,48.074,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1200.0,49.604,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1300.0,51.98,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1400.0,54.41,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1500.0,55.058,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1600.0,55.508,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1700.0,53.402,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1800.0,47.102,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,1900.0,43.318,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,2000.0,41.862,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,2100.0,38.583,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,2200.0,38.23,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,2300.0,37.422,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,7.0,2400.0,36.342,,,,2021-11-07
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,100.0,38.331,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,200.0,36.419,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,300.0,36.081,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,400.0,37.504,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,500.0,35.465,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,600.0,34.387,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,700.0,35.175,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,800.0,34.686,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,900.0,36.257,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1000.0,39.751,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1100.0,42.98,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1200.0,45.689,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1300.0,47.984,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1400.0,49.55,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1500.0,50.324,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1600.0,51.152,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1700.0,47.948,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1800.0,43.318,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,1900.0,39.506,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,2000.0,35.098,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,2100.0,32.63,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,2200.0,35.685,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,2300.0,34.525,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,8.0,2400.0,34.857,,,,2021-11-08
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,100.0,33.928,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,200.0,33.228,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,300.0,33.321,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,400.0,33.035,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,500.0,32.322,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,600.0,31.588,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,700.0,30.052,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,800.0,29.856,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,900.0,31.865,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1000.0,36.104,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1100.0,40.352,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1200.0,44.263,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1300.0,48.362,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1400.0,51.458,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1500.0,52.322,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1600.0,52.016,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1700.0,48.632,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1800.0,39.546,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,1900.0,34.057,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,2000.0,29.818,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,2100.0,29.71,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,2200.0,30.439,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,2300.0,30.938,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,9.0,2400.0,32.144,,,,2021-11-09
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,100.0,35.251,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,200.0,36.653,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,300.0,39.101,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,400.0,40.469,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,500.0,41.34,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,600.0,42.487,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,700.0,42.768,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,800.0,43.322,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,900.0,41.945,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1000.0,41.286,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1100.0,41.842,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1200.0,42.748,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1300.0,42.6,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1400.0,42.953,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1500.0,42.922,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1600.0,42.955,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1700.0,42.845,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1800.0,42.757,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,1900.0,43.002,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,2000.0,42.125,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,2100.0,41.477,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,2200.0,41.058,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,2300.0,40.885,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,10.0,2400.0,40.631,,,,2021-11-10
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,100.0,40.244,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,200.0,39.65,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,300.0,39.907,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,400.0,38.502,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,500.0,36.741,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,600.0,35.685,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,700.0,35.411,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,800.0,35.242,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,900.0,35.431,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1000.0,35.337,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1100.0,35.409,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1200.0,35.933,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1300.0,36.07,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1400.0,35.674,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1500.0,35.179,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1600.0,35.015,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1700.0,34.75,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1800.0,33.4,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,1900.0,32.319,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,2000.0,31.847,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,2100.0,31.408,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,2200.0,30.823,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,2300.0,30.193,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,11.0,2400.0,29.826,,,,2021-11-11
Ada,47.3211,-96.5139,910.0,2021.0,11.0,12.0,100.0,29.305,,,,2021-11-12
Ada,47.3211,-96.5139,910.0,2021.0,11.0,12.0,200.0,28.863,,,,2021-11-12
Ada,47.3211,-96.5139,910.0,2021.0,11.0,12.0,300.0,28.488,,,,2021-11-12
Ada,47.3211,-96.5139,910.0,2021.0,11.0,12.0,400.0,28.188,,,,2021-11-12
Ada,47.3211,-96.5139,910.0,2021.0,11.0,12.0,500.0,27.851,,,,2021-11-12
Ada,47.3211,-96.5139,910.0,2021.0,11.0,12.0,600.0,27.282,,,,2021-11-12
Ada,47.3211,-96.5139,910.0,2021.0,11.0,12.0,700.0,26.847,,,,2021-11-12
